timestamp,event,detail
2025-11-25 22:19:42,blink,
2025-11-25 22:19:43,blink,
2025-11-25 22:19:43,blink,
2025-11-25 22:19:46,blink,
2025-11-25 22:19:46,blink,
2025-11-25 22:19:47,blink,
2025-11-25 22:19:47,blink,
2025-11-25 22:19:48,blink,
2025-11-25 22:19:48,blink,
